0,1970,1,1,0,0,0
1,1970,1,1,0,0,1
2,1970,1,1,0,0,2
3,1970,1,1,0,0,3
4,1970,1,1,0,0,4
5,1970,1,1,0,0,5
6,1970,1,1,0,0,6
7,1970,1,1,0,0,7
8,1970,1,1,0,0,8
9,1970,1,1,0,0,9
10,1970,1,1,0,0,10
11,1970,1,1,0,0,11
12,1970,1,1,0,0,12
13,1970,1,1,0,0,13
14,1970,1,1,0,0,14
15,1970,1,1,0,0,15
16,1970,1,1,0,0,16
17,1970,1,1,0,0,17
18,1970,1,1,0,0,18
19,1970,1,1,0,0,19
20,1970,1,1,0,0,20
21,1970,1,1,0,0,21
22,1970,1,1,0,0,22
23,1970,1,1,0,0,23
24,1970,1,1,0,0,24
25,1970,1,1,0,0,25
26,1970,1,1,0,0,26
27,1970,1,1,0,0,27
28,1970,1,1,0,0,28
29,1970,1,1,0,0,29
30,1970,1,1,0,0,30
31,1970,1,1,0,0,31
32,1970,1,1,0,0,32
33,1970,1,1,0,0,33
34,1970,1,1,0,0,34
35,1970,1,1,0,0,35
36,1970,1,1,0,0,36
37,1970,1,1,0,0,37
38,1970,1,1,0,0,38
39,1970,1,1,0,0,39
40,1970,1,1,0,0,40
41,1970,1,1,0,0,41
42,1970,1,1,0,0,42
43,1970,1,1,0,0,43
44,1970,1,1,0,0,44
45,1970,1,1,0,0,45
46,1970,1,1,0,0,46
47,1970,1,1,0,0,47
48,1970,1,1,0,0,48
49,1970,1,1,0,0,49
50,1970,1,1,0,0,50
51,1970,1,1,0,0,51
52,1970,1,1,0,0,52
53,1970,1,1,0,0,53
54,1970,1,1,0,0,54
55,1970,1,1,0,0,55
56,1970,1,1,0,0,56
57,1970,1,1,0,0,57
58,1970,1,1,0,0,58
59,1970,1,1,0,0,59
60,1970,1,1,0,1,0
61,1970,1,1,0,1,1
62,1970,1,1,0,1,2
63,1970,1,1,0,1,3
64,1970,1,1,0,1,4
65,1970,1,1,0,1,5
66,1970,1,1,0,1,6
67,1970,1,1,0,1,7
68,1970,1,1,0,1,8
69,1970,1,1,0,1,9
70,1970,1,1,0,1,10
71,1970,1,1,0,1,11
72,1970,1,1,0,1,12
73,1970,1,1,0,1,13
74,1970,1,1,0,1,14
75,1970,1,1,0,1,15
76,1970,1,1,0,1,16
77,1970,1,1,0,1,17
78,1970,1,1,0,1,18
79,1970,1,1,0,1,19
80,1970,1,1,0,1,20
81,1970,1,1,0,1,21
82,1970,1,1,0,1,22
83,1970,1,1,0,1,23
84,1970,1,1,0,1,24
85,1970,1,1,0,1,25
86,1970,1,1,0,1,26
87,1970,1,1,0,1,27
88,1970,1,1,0,1,28
89,1970,1,1,0,1,29
90,1970,1,1,0,1,30
91,1970,1,1,0,1,31
92,1970,1,1,0,1,32
93,1970,1,1,0,1,33
94,1970,1,1,0,1,34
95,1970,1,1,0,1,35
96,1970,1,1,0,1,36
97,1970,1,1,0,1,37
98,1970,1,1,0,1,38
99,1970,1,1,0,1,39
100,1970,1,1,0,1,40
101,1970,1,1,0,1,41
102,1970,1,1,0,1,42
103,1970,1,1,0,1,43
104,1970,1,1,0,1,44
105,1970,1,1,0,1,45
106,1970,1,1,0,1,46
107,1970,1,1,0,1,47
108,1970,1,1,0,1,48
109,1970,1,1,0,1,49
110,1970,1,1,0,1,50
111,1970,1,1,0,1,51
112,1970,1,1,0,1,52
113,1970,1,1,0,1,53
114,1970,1,1,0,1,54
115,1970,1,1,0,1,55
116,1970,1,1,0,1,56
117,1970,1,1,0,1,57
118,1970,1,1,0,1,58
119,1970,1,1,0,1,59
120,1970,1,1,0,2,0
121,1970,1,1,0,2,1
122,1970,1,1,0,2,2
